,Spieler,Nation,Nationalelf
704,Josélu,['Spanien'],Spanien
705,Horst Wohlers,['Deutschland'],Deutschland
706,Ivan Buljan,['Deutschland'],Deutschland
707,Günter Kuntz,['Deutschland'],Deutschland
708,Andreas Ivanschitz,['Österreich'],Österreich
709,Artjoms Rudņevs,"['Lettland', 'Russland']",Lettland
710,Michael Thurk,['Deutschland'],Deutschland
711,Matthias Hagner,['Deutschland'],Deutschland
712,Dorinel Munteanu,['Rumänien'],Rumänien
713,İlyas Tüfekçi,['Türkei'],Türkei
714,Jens Todt,['Deutschland'],Deutschland
715,Ulrik le Fevre,['Dänemark'],Dänemark
716,Paul Verhaegh,['Niederlande'],Niederlande
717,Đorđe Pavlić,"['Serbien', 'Jugoslawien']",Serbien
718,Reinhard Meier,['Deutschland'],Deutschland
719,Hans-Georg Dreßen,['Deutschland'],Deutschland
720,Arno Glesius,['Deutschland'],Deutschland
721,Bernd Dörfel,['Deutschland'],Deutschland
722,Zlatko Junuzović,['Österreich'],Österreich
723,Bo Larsson,['Schweden'],Schweden
724,Andrzej Buncol,['Deutschland'],Deutschland
725,Taiwo Awoniyi,['Nigeria'],Nigeria
726,Marcus Thuram,"['Frankreich', 'Guadeloupe']",Frankreich
727,Milot Rashica,"['Kosovo', 'Albanien']",Kosovo
728,Dietmar Beiersdorfer,['Deutschland'],Deutschland
729,Peter Cestonaro,['Deutschland'],Deutschland
730,Peter Dietrich,['Deutschland'],Deutschland
731,Gerhard Kleppinger,['Deutschland'],Deutschland
732,Branimir Hrgota,"['Schweden', 'Kroatien']",Schweden
733,Kalle Del'Haye,['Deutschland'],Deutschland
734,Piotr Trochowski,['Deutschland'],Deutschland
735,Diethelm Ferner,['Deutschland'],Deutschland
736,Georg Schwarzenbeck,['Deutschland'],Deutschland
737,Harald Konopka,['Deutschland'],Deutschland
738,Horst Weyerich,['Deutschland'],Deutschland
739,Holger Willmer,['Deutschland'],Deutschland
740,Paul Holz,['Deutschland'],Deutschland
741,Armin Eck,['Deutschland'],Deutschland
742,Ervin Skela,"['Albanien', 'Italien']",Albanien
743,França,['Brasilien'],Brasilien
744,Ondrej Duda,['Slowakei'],Slowakei
745,Thomas Kroth,['Deutschland'],Deutschland
746,Wolfgang Weber,['Deutschland'],Deutschland
747,Benjamin Auer,['Deutschland'],Deutschland
748,Sérgio da Silva Pinto,"['Deutschland', 'Portugal']",Deutschland
749,Franz Raschid,['Deutschland'],Deutschland
750,Hermann Bitz,['Deutschland'],Deutschland
751,Peter Schwarz,['Deutschland'],Deutschland
752,Franco Foda,['Deutschland'],Deutschland
753,Kurt Eigl,['Deutschland'],Deutschland
754,Lars Bastrup,['Dänemark'],Dänemark
755,Udo Horsmann,['Deutschland'],Deutschland
756,Kudi Müller,['Deutschland'],Deutschland
757,Hans-Werner Hartl,['Deutschland'],Deutschland
758,Thomas Hitzlsperger,['Deutschland'],Deutschland
759,Arnold Bruggink,['Niederlande'],Niederlande
760,Günter Fürhoff,['Deutschland'],Deutschland
761,Jan Olsson,['Schweden'],Schweden
762,Krisztian Lisztes,['Ungarn'],Ungarn
763,Tomáš Rosický,['Tschechien'],Tschechien
764,Christoph Baumgartner,['Österreich'],Österreich
765,Hans-Peter Lehnhoff,['Deutschland'],Deutschland
766,Andreas Fischer,['Deutschland'],Deutschland
767,Hugo Dausmann,['Deutschland'],Deutschland
768,Harry Decheiver,['Niederlande'],Niederlande
769,Peter Loontiens,['Deutschland'],Deutschland
770,Mike Büskens,['Deutschland'],Deutschland
771,Norbert Stolzenburg,['Deutschland'],Deutschland
772,Sven Schipplock,['Deutschland'],Deutschland
773,Hans Schäfer,['Deutschland'],Deutschland
774,Hanno Balitsch,['Deutschland'],Deutschland
775,Yoshinori Muto,['Japan'],Japan
776,Ludwig Denz,['Deutschland'],Deutschland
777,Tom Dooley,"['USA', 'Deutschland']",USA
778,Thomas Sobotzik,"['Deutschland', 'Polen']",Deutschland
779,Aki Schmidt,['Deutschland'],Deutschland
780,Per Mertesacker,['Deutschland'],Deutschland
781,Joshua Kimmich,['Deutschland'],Deutschland
782,Łukasz Piszczek,['Polen'],Polen
783,Matthias Scherz,['Deutschland'],Deutschland
784,Frank Greiner,['Deutschland'],Deutschland
785,Andreas Keim,['Deutschland'],Deutschland
786,Daniel Bierofka,['Deutschland'],Deutschland
787,Heinz Knüwe,['Deutschland'],Deutschland
788,Gerd Roggensack,['Deutschland'],Deutschland
789,Bodo Mattern,['Deutschland'],Deutschland
790,Luca Waldschmidt,['Deutschland'],Deutschland
791,Ralf Weber,['Deutschland'],Deutschland
792,Bruno Hübner,['Deutschland'],Deutschland
793,Roland Weidle,['Deutschland'],Deutschland
794,Frank Fahrenhorst,['Deutschland'],Deutschland
795,Sebastian Polter,['Deutschland'],Deutschland
796,Hasse Holmqvist,['Schweden'],Schweden
797,Wolfgang Grzyb,['Deutschland'],Deutschland
798,Rolf Geiger,['Deutschland'],Deutschland
799,Gerhard Neuser,['Deutschland'],Deutschland
800,Ali Daei,['Iran'],Iran
801,Roland Grahammer,['Deutschland'],Deutschland
802,Robson Ponte,"['Brasilien', 'Italien']",Brasilien
803,Ashkan Dejagah,"['Iran', 'Deutschland']",Iran
804,Jürgen Weber,['Deutschland'],Deutschland
805,Sascha Jusufi,['Deutschland'],Deutschland
806,Uli Borowka,['Deutschland'],Deutschland
807,Jürgen Jendrossek,['Deutschland'],Deutschland
808,Michael Klinkert,['Deutschland'],Deutschland
809,Sascha Mölders,['Deutschland'],Deutschland
810,Jörg Neun,['Deutschland'],Deutschland
811,Bernd Schuster,['Deutschland'],Deutschland
812,Dieter Lieberwirth,['Deutschland'],Deutschland
813,Jay Jay Okocha,"['Nigeria', 'Türkei']",Nigeria
814,Ivo Iličević,['Kroatien'],Kroatien
815,Peter Sendscheid,['Deutschland'],Deutschland
816,Ernst Diehl,['Deutschland'],Deutschland
817,Fabian Johnson,"['USA', 'Deutschland']",USA
818,Uwe Müller,['Deutschland'],Deutschland
819,Werner Schneider,['Deutschland'],Deutschland
820,Iwan Sajenko,['Russland'],Russland
821,Kerem Demirbay,['Deutschland'],Deutschland
822,Oskar Lotz,['Deutschland'],Deutschland
823,Sebastian Andersson,['Schweden'],Schweden
824,Florian Kringe,['Deutschland'],Deutschland
825,Markus Weissenberger,['Österreich'],Österreich
826,Christian Springer,['Deutschland'],Deutschland
827,Sergiu Radu,['Rumänien'],Rumänien
828,Martin Driller,['Deutschland'],Deutschland
829,Hartmut Heidemann,['Deutschland'],Deutschland
830,Christian Wück,['Deutschland'],Deutschland
831,Klaus Winkler,['Deutschland'],Deutschland
832,Gojko Kačar,['Serbien'],Serbien
833,Elmar May,['Deutschland'],Deutschland
834,Thomas Brunner,['Deutschland'],Deutschland
835,Christian Sackewitz,['Deutschland'],Deutschland
836,Uwe Fuchs,['Deutschland'],Deutschland
837,Tomasz Wałdoch,"['Polen', 'Deutschland']",Polen
838,Peter Madsen,['Dänemark'],Dänemark
839,Dietmar Demuth,['Deutschland'],Deutschland
840,Sebastian Deisler,['Deutschland'],Deutschland
841,Hans Cieslarczyk,['Deutschland'],Deutschland
842,Rainer Krieg,['Deutschland'],Deutschland
843,Mladen Krstajić,['Serbien'],Serbien
844,Soumaila Coulibaly,['Mali'],Mali
845,Kai Michalke,['Deutschland'],Deutschland
846,Günter Breitzke,['Deutschland'],Deutschland
847,Daniel Simmes,['Deutschland'],Deutschland
848,Max Lorenz,['Deutschland'],Deutschland
849,Jürgen Hartmann,['Deutschland'],Deutschland
850,Thiago Alcântara,"['Spanien', 'Brasilien']",Spanien
851,Manfred Kreuz,['Deutschland'],Deutschland
852,Manfred Tripbacher,['Deutschland'],Deutschland
853,Willi Orban,['Deutschland'],Deutschland
854,Axel Roos,['Deutschland'],Deutschland
855,Markus Kurth,['Deutschland'],Deutschland
856,Joel Matip,"['Kamerun', 'Deutschland']",Kamerun
857,Artur Sobiech,['Polen'],Polen
858,David Jarolím,['Tschechien'],Tschechien
859,Hiroshi Kiyotake,['Japan'],Japan
860,Martin Hinteregger,['Österreich'],Österreich
861,Jaro Deppe,['Deutschland'],Deutschland
862,Gerd Kasperski,['Deutschland'],Deutschland
863,Leon Andreasen,['Dänemark'],Dänemark
864,Hans-Jürgen Köper,['Deutschland'],Deutschland
865,Marco Richter,['Deutschland'],Deutschland
866,Sebastian Rudy,['Deutschland'],Deutschland
867,Ante Rebić,['Kroatien'],Kroatien
868,Václav Svěrkoš,['Tschechien'],Tschechien
869,Lárus Guðmundsson,['Island'],Island
870,Olaf Janßen,['Deutschland'],Deutschland
871,Pál Dardai,['Ungarn'],Ungarn
872,Hans Sturm,['Deutschland'],Deutschland
873,Florian Neuhaus,['Deutschland'],Deutschland
874,Chinedu Obasi,['Nigeria'],Nigeria
875,Alfred Nijhuis,['Niederlande'],Niederlande
876,Zdravko Kuzmanović,['Serbien'],Serbien
877,Josip Brekalo,['Kroatien'],Kroatien
878,Tamás Hajnal,['Ungarn'],Ungarn
879,Cédric Makiadi,"['DR Kongo', 'Deutschland']",DR Kongo
880,John Danielsen,['Dänemark'],Dänemark
881,Max Meyer,['Deutschland'],Deutschland
882,Roberto Hilbert,['Deutschland'],Deutschland
883,Harry Koch,['Deutschland'],Deutschland
884,Zlatan Bajramović,['Bosnien-Herzegowina'],Bosnien-Herzegowina
885,Momo Diabang,"['Senegal', 'Deutschland']",Senegal
886,Antonio Di Salvo,"['Deutschland', 'Italien']",Deutschland
887,Brian Laudrup,['Österreich'],Österreich
888,Piotr Nowak,"['Polen', 'USA']",Polen
889,Stefan Reisinger,['Deutschland'],Deutschland
890,Imre Szabics,['Ungarn'],Ungarn
891,Nando,['Brasilien'],Brasilien
892,Karlheinz Förster,['Deutschland'],Deutschland
893,Renato Steffen,['Schweiz'],Schweiz
894,Benjamin Köhler,['Deutschland'],Deutschland
895,Neven Subotić,"['Serbien', 'USA']",Serbien
896,Benito Raman,['Belgien'],Belgien
897,Oscar Wendt,['Schweden'],Schweden
898,Michael Rzehaczek,['Deutschland'],Deutschland
899,Kalle Klostermann,['Deutschland'],Deutschland
900,Chen Yang,['China'],China
901,Ludwig Nolden,['Deutschland'],Deutschland
902,Ivica Banović,['Kroatien'],Kroatien
903,Jens Dowe,['Deutschland'],Deutschland
904,Johnny Ekström,['Schweden'],Schweden
905,Wolfgang Wolf,['Deutschland'],Deutschland
906,Horst Feilzer,['Deutschland'],Deutschland
907,Harald Cerny,['Österreich'],Österreich
908,Bjarne Goldbæk,['Dänemark'],Dänemark
909,Dimitar Rangelow,['Bulgarien'],Bulgarien
910,Rudi Gores,['Deutschland'],Deutschland
911,Manuel Friedrich,['Deutschland'],Deutschland
912,Matthias Ginter,['Deutschland'],Deutschland
913,Georg Lechner,['Deutschland'],Deutschland
914,Roland Sallai,['Ungarn'],Ungarn
915,Stefan Lottermann,['Deutschland'],Deutschland
916,Marko Topic,"['Bosnien-Herzegowina', 'Kroatien']",Bosnien-Herzegowina
917,İlkay Gündoğan,['Deutschland'],Deutschland
918,Horst Steffen,['Deutschland'],Deutschland
919,Thomas Hörster,['Deutschland'],Deutschland
920,Willi Kraus,['Deutschland'],Deutschland
921,Jürgen Kohle,['Deutschland'],Deutschland
922,Michael Sziedat,['Deutschland'],Deutschland
923,Hans-Günter Neues,['Deutschland'],Deutschland
924,Hermann Straschitz,['Deutschland'],Deutschland
925,Frank Baumann,['Deutschland'],Deutschland
926,Bernhard Trares,['Deutschland'],Deutschland
927,Miroslav Kadlec,['Tschechien'],Tschechien
928,Miroslav Stević,"['Serbien', 'Deutschland']",Serbien
929,Altin Rraklli,['Albanien'],Albanien
930,Karl-Heinz Mrosko,['Deutschland'],Deutschland
931,Haris Seferović,"['Schweiz', 'Bosnien-Herzegowina']",Schweiz
932,Rade Prica,['Schweden'],Schweden
933,Kevin-Prince Boateng,"['Ghana', 'Deutschland']",Ghana
934,Jan Svensson,['Schweden'],Schweden
935,Arthur Dobat,['Deutschland'],Deutschland
936,Andreas Neuendorf,['Deutschland'],Deutschland
937,Thomas Rohrbach,['Deutschland'],Deutschland
938,Hans-Joachim Weller,['Deutschland'],Deutschland
939,Pablo de Blasis,['Argentinien'],Argentinien
940,Sepp Piontek,['Deutschland'],Deutschland
941,Zvonimir Soldo,['Kroatien'],Kroatien
942,Stefan Schnoor,['Deutschland'],Deutschland
943,Igor de Camargo,"['Belgien', 'Brasilien']",Belgien
944,Hartmann Madl,['Deutschland'],Deutschland
945,Sergio Allievi,['Deutschland'],Deutschland
946,Hermann Erlhoff,['Deutschland'],Deutschland
947,Suat Serdar,"['Deutschland', 'Türkei']",Deutschland
948,Willi Koslowski,['Deutschland'],Deutschland
949,Michael Künast,['Deutschland'],Deutschland
950,Peter Wibrån,['Schweden'],Schweden
951,Christian Clemens,['Deutschland'],Deutschland
952,Hartmut Konschal,['Deutschland'],Deutschland
953,Hamit Altintop,['Türkei'],Türkei
954,Heiko Laeßig,['Deutschland'],Deutschland
955,Wladimir But,"['Russland', 'Deutschland']",Russland
956,Peer Kluge,['Deutschland'],Deutschland
957,Rainer Zietsch,['Deutschland'],Deutschland
958,Thomas Linke,['Deutschland'],Deutschland
959,Florian Kainz,['Österreich'],Österreich
960,Jochen Seitz,['Deutschland'],Deutschland
961,Harald Krämer,['Deutschland'],Deutschland
962,Dieter Koulmann,['Deutschland'],Deutschland
963,Nadiem Amiri,"['Deutschland', 'Afghanistan']",Deutschland
964,Jürgen Sobieray,['Deutschland'],Deutschland
