Platz,Spieler,Tore,Elfmeter
125,Stefan Lottermann,16,0
125,Marko Topic,16,0
125,İlkay Gündoğan,16,0
125,Thomas Hörster,16,0
125,Michael Sziedat,16,0
125,Frank Baumann,16,0
125,Bernhard Trares,16,0
125,Karl-Heinz Mrosko,16,0
125,Rade Prica,16,0
125,Jan Svensson,16,0
125,Arthur Dobat,16,0
125,Andreas Neuendorf,16,0
125,Thomas Rohrbach,16,0
125,Michael Rzehaczek,16,1
125,Horst Feilzer,16,1
125,Dimitar Rangelow,16,1
125,Georg Lechner,16,1
125,Roland Sallai,16,1
125,Miroslav Kadlec,16,1
125,Haris Seferović,16,1
125,Kevin-Prince Boateng,16,1
125,Horst Steffen,16,2
125,Hans-Joachim Weller,16,2
125,Willi Kraus,16,3
125,Miroslav Stević,16,3
125,Ivica Banović,16,4
125,Hans-Günter Neues,16,4
125,Altin Rraklli,16,4
125,Hermann Straschitz,16,8
125,Jürgen Kohle,16,9
125,Ludwig Nolden,16,15
126,Sepp Piontek,15,0
126,Zvonimir Soldo,15,0
126,Igor de Camargo,15,0
126,Hartmann Madl,15,0
126,Sergio Allievi,15,0
126,Suat Serdar,15,0
126,Willi Koslowski,15,0
126,Michael Künast,15,0
126,Christian Clemens,15,0
126,Hartmut Konschal,15,0
126,Hamit Altintop,15,0
126,Heiko Laeßig,15,0
126,Wladimir But,15,0
126,Peer Kluge,15,0
126,Thomas Linke,15,0
126,Jochen Seitz,15,0
126,Harald Krämer,15,0
126,Nadiem Amiri,15,0
126,Jürgen Sobieray,15,0
126,Dimitrios Moutas,15,0
126,Norbert Hofmann,15,0
126,Michael Sternkopf,15,0
126,Peter Wulf,15,0
126,Marcel Risse,15,0
126,Markus Feulner,15,0
126,Dietmar Klinger,15,0
126,Rüdiger Mielke,15,0
126,Luiz Gustavo,15,0
126,Andreas Buck,15,0
126,Jorginho,15,0
126,Hans-Georg Dulz,15,0
126,Zoubaïer Baya,15,0
126,Marco Haber,15,0
126,Stefan Studer,15,0
126,Rade Bogdanovic,15,0
126,Mirosław Okoński,15,0
126,Felix Klaus,15,0
126,Änis Ben-Hatira,15,0
126,Hans Schumacher,15,0
126,Hany Ramzy,15,0
126,Wolfgang Dremmler,15,0
126,Slawomir Majak,15,0
126,Stefan Schnoor,15,1
126,Hermann Erlhoff,15,1
126,Rainer Zietsch,15,1
126,Florian Kainz,15,1
126,Uwe Harttgen,15,1
126,Herbert Heidenreich,15,1
126,Philipp Max,15,1
126,Pawel Pogrebnjak,15,1
126,Peter Wibrån,15,2
126,Dieter Koulmann,15,2
126,Thorsten Legat,15,2
126,Pablo de Blasis,15,3
126,Igor Demo,15,3
126,Gerd Dais,15,3
126,Vasile Miriuţă,15,5
126,Ricardo Rodríguez,15,8
127,Alexander Borodjuk,14,0
127,Dirk Hupe,14,0
127,Lukas Rupp,14,0
127,Hans-Otto Peters,14,0
127,Hendrik Herzog,14,0
127,Erwin Stein,14,0
127,Jannik Vestergaard,14,0
127,Winfried Richter,14,0
127,Marko Arnautović,14,0
127,Georgi Donkow,14,0
127,Juri Sawitschew,14,0
127,Pasi Rautiainen,14,0
127,Oliver Kreuzer,14,0
127,Horst Berg,14,0
127,Christian Timm,14,0
127,Holger Trimhold,14,0
127,Gilberto,14,0
127,Sami Khedira,14,0
127,Arne Friedrich,14,0
127,James Rodríguez,14,0
127,Ralf Balzis,14,0
127,Uwe Weidemann,14,0
127,Marc Oechler,14,0
127,Martin Fenin,14,0
127,Willi Hoffmann,14,0
127,Tomáš Pekhart,14,0
127,Hans-Jürgen Sperlich,14,0
127,Alexander Hleb,14,0
127,Mike Frantz,14,0
127,Simon Zoller,14,0
127,Andrzej Rudy,14,0
127,Hans-Jürgen Ferdinand,14,0
127,Nico Braun,14,0
127,Florian Weichert,14,0
127,Manfred Schwabl,14,0
127,Christian Rahn,14,0
127,Salif Sané,14,0
127,Hans Weiner,14,0
127,Naby Keita,14,0
127,Radoslav Látal,14,0
127,Hubert Schmitz,14,0
127,Alexander Esswein,14,0
127,Gerhard Grau,14,0
127,Jan Åge Fjørtoft,14,1
127,Thomas Reis,14,1
127,Norbert Fruck,14,1
127,Antônio da Silva,14,1
127,Reiner Wirsching,14,1
127,Jonathan Burkardt,14,1
127,Peter Gutzeit,14,1
127,Isaac Boakye,14,1
127,Steven Zuber,14,1
127,Marcus Ingvartsen,14,2
127,Danijel Ljuboja,14,2
127,Goncalo Paciencia,14,2
127,Philipp Lahm,14,2
127,Matheus Cunha,14,2
127,Viorel Năstase,14,2
127,Günter Güttler,14,2
127,Mikael Forssell,14,3
127,Thomas Stickroth,14,3
127,Klaus Fichtel,14,4
127,Tomasz Hajto,14,4
127,Youri Djorkaeff,14,4
127,Eugen Polanski,14,5
127,Michael Harforth,14,6
127,Matthias Lehmann,14,6
127,Michael Zeyer,14,9
127,Klaus Theiss,14,9
127,Frank Heinemann,14,10
128,Lothar Dittmer,13,0
128,Jörg Bach,13,0
128,Frank Benatelli,13,0
128,Peter Lübeke,13,0
128,Roel Brouwers,13,0
128,Mathias Hemmersbach,13,0
128,Uwe Jähnig,13,0
128,Joachim Philipkowski,13,0
128,Bart Goor,13,0
128,Timothy Chandler,13,0
128,Anders Giske,13,0
128,Dong-Won Ji,13,0
128,Alexandru Maxim,13,0
128,Markus Osthoff,13,0
128,Niklas Süle,13,0
128,Carsten Wolters,13,0
128,Sven Kmetsch,13,0
128,Christian Pulisic,13,0
128,Martín Demichelis,13,0
128,Martin Stranzl,13,0
128,Collin Benjamin,13,0
128,Ruben Vargas,13,0
128,Radmilo Mihajlović,13,0
128,Karl Berger,13,0
128,Nico Jan Hoogma,13,0
128,Rudolf Stenzel,13,0
128,Holger Aden,13,0
128,Stefan Bell,13,0
128,Heinz Versteeg,13,0
128,Thomas Schaaf,13,0
128,Dieter Nüssing,13,0
128,Marcel Schäfer,13,0
128,Marc Keller,13,0
128,Günter Keute,13,0
128,Martin Groth,13,0
128,Pavel Hapal,13,0
128,Florian Wirtz,13,0
128,Kenan Karaman,13,0
128,Burkhard Segler,13,0
128,Michael Bella,13,0
128,Bernd Dierßen,13,0
128,Burkhard Reich,13,0
128,Ilija Zavišić,13,0
128,Joel Pohjanpalo,13,0
128,Albert Bunjaku,13,0
128,Werner Gräber,13,0
128,Valdas Ivanauskas,13,0
128,Michael Blättel,13,0
128,Rigobert Gruber,13,0
128,Robin Knoche,13,0
128,Marko Babić,13,0
128,Siegfried Bronnert,13,0
128,Igor Pamić,13,0
128,Zoltán Sebescen,13,0
128,Dieter Schwemmle,13,0
128,Konstantin Rausch,13,1
128,Karl-Heinz Mülhausen,13,1
128,Fred Schaub,13,1
128,Willi Giesemann,13,1
128,Mesut Özil,13,1
128,Christian Tiffert,13,1
128,Włodzimierz Smolarek,13,1
128,Timo Lange,13,2
128,Michael Tönnies,13,2
128,Carlos Eduardo,13,3
128,Charles Akonnor,13,3
128,Georg Damjanoff,13,3
128,Vlad Munteanu,13,4
128,Ramy Bensebaini,13,5
128,Günter Sebert,13,6
128,Laurentiu Reghecampf,13,6
128,Moritz Hartmann,13,8
128,Filip Daems,13,12
129,Thomas Wolter,12,0
129,Egon Köhnen,12,0
129,Manfred Wuttich,12,0
129,Henrik Agerbeck,12,0
129,Markus Babbel,12,0
129,Harald Braner,12,0
129,Ralf Loose,12,0
129,Ibrahima Traoré,12,0
129,Benedikt Höwedes,12,0
129,Erich Meier,12,0
129,Manfred Drexler,12,0
129,Maik Franz,12,0
129,Peter Hermann,12,0
129,Fritz Fuchs,12,0
129,Fred Hoff,12,0
129,Stefan Reinartz,12,0
129,Bernd Wehmeyer,12,0
129,Dieter Weinkauff,12,0
129,Jonas Hector,12,0
129,Miloš Jojić,12,0
129,Dédé,12,0
129,Klaus Hänel,12,0
129,Uwe Rösler,12,0
129,Marius Wolf,12,0
129,Willi Sturm,12,0
129,Marko Rehmer,12,0
129,Uwe Klimaschefski,12,0
129,Levin Öztunali,12,0
129,Martin Kübler,12,0
129,Uli Stielike,12,0
129,Fred Heiser,12,0
129,Claus Brune,12,0
129,Bastian Reinhardt,12,0
129,Caiuby,12,0
129,Holger Gaißmayer,12,0
129,Dan Corneliusson,12,0
129,Ridle Baku,12,0
129,Peter Hayduk,12,0
129,Dante,12,0
129,Gerd Saborowski,12,0
129,Michael Fink,12,0
129,Christian Giménez,12,0
129,John Anthony Brooks,12,0
129,Georg Niedermeier,12,0
129,Yannick Gerhardt,12,0
129,Gustav Flachenecker,12,0
129,Heiko Bonan,12,0
129,Helmut Schröder,12,0
129,Marco Streller,12,0
129,Thomas Reichenberger,12,0
129,Norbert Elgert,12,0
129,Ralf Kohl,12,0
129,Jürgen Mohr,12,0
129,Daniel Stendel,12,0
129,Erwin Waldner,12,0
129,Fabian Ernst,12,0
129,Maximilian Eggestein,12,0
129,Roda Antar,12,0
129,Torsten Wohlert,12,0
129,Helmut Faeder,12,0
129,Karlheinz Meininger,12,0
129,Uwe Neuhaus,12,0
129,Jean-Paul Boëtius,12,0
129,Cezary Tobollik,12,1
129,Ruud van Nistelrooy,12,1
129,Rudi Assauer,12,1
129,Jean-Kévin Augustin,12,1
129,Rune Bratseth,12,1
